commodity,commodity_type,price,market,state,district,date
Salt,Groceries,24.4,Local Market,National Average,All,2025-05-08
Salt,Groceries,19.31,Wholesale Market,National Average,All,2025-05-08
Salt,Groceries,21.43,Government Market,National Average,All,2025-05-08
Salt,Groceries,24.48,Local Market,National Average,All,2025-05-07
Salt,Groceries,19.94,Wholesale Market,National Average,All,2025-05-07
Salt,Groceries,22.19,Government Market,National Average,All,2025-05-07
Salt,Groceries,25.7,Local Market,National Average,All,2025-05-06
Salt,Groceries,21.04,Wholesale Market,National Average,All,2025-05-06
Salt,Groceries,23.54,Government Market,National Average,All,2025-05-06
Salt,Groceries,26.06,Local Market,National Average,All,2025-05-05
Salt,Groceries,21.25,Wholesale Market,National Average,All,2025-05-05
Salt,Groceries,23.35,Government Market,National Average,All,2025-05-05
Iodized Salt,Groceries,26.54,Local Market,National Average,All,2025-07-03
Iodized Salt,Groceries,21.69,Wholesale Market,National Average,All,2025-07-03
Iodized Salt,Groceries,24.22,Government Market,National Average,All,2025-07-03
Iodized Salt,Groceries,27.46,Local Market,National Average,All,2025-07-02
Iodized Salt,Groceries,22.63,Wholesale Market,National Average,All,2025-07-02
Iodized Salt,Groceries,25.46,Government Market,National Average,All,2025-07-02
Iodized Salt,Groceries,29.24,Local Market,National Average,All,2025-07-01
Iodized Salt,Groceries,23.69,Wholesale Market,National Average,All,2025-07-01
Iodized Salt,Groceries,26.57,Government Market,National Average,All,2025-07-01
Iodized Salt,Groceries,28.06,Local Market,National Average,All,2025-06-30
Iodized Salt,Groceries,23.56,Wholesale Market,National Average,All,2025-06-30
Iodized Salt,Groceries,25.54,Government Market,National Average,All,2025-06-30
Iodized Salt,Groceries,29.8,Local Market,National Average,All,2025-06-29
Iodized Salt,Groceries,24.45,Wholesale Market,National Average,All,2025-06-29
Iodized Salt,Groceries,26.59,Government Market,National Average,All,2025-06-29
Iodized Salt,Groceries,29.85,Local Market,National Average,All,2025-06-28
Iodized Salt,Groceries,24.47,Wholesale Market,National Average,All,2025-06-28
Iodized Salt,Groceries,27.83,Government Market,National Average,All,2025-06-28
Iodized Salt,Groceries,31.53,Local Market,National Average,All,2025-06-27
Iodized Salt,Groceries,25.48,Wholesale Market,National Average,All,2025-06-27
Iodized Salt,Groceries,28.77,Government Market,National Average,All,2025-06-27
Iodized Salt,Groceries,31.38,Local Market,National Average,All,2025-06-26
Iodized Salt,Groceries,25.81,Wholesale Market,National Average,All,2025-06-26
Iodized Salt,Groceries,28.6,Government Market,National Average,All,2025-06-26
Iodized Salt,Groceries,29.88,Local Market,National Average,All,2025-06-25
Iodized Salt,Groceries,24.73,Wholesale Market,National Average,All,2025-06-25
Iodized Salt,Groceries,27.21,Government Market,National Average,All,2025-06-25
Iodized Salt,Groceries,31.21,Local Market,National Average,All,2025-06-24
Iodized Salt,Groceries,25.14,Wholesale Market,National Average,All,2025-06-24
Iodized Salt,Groceries,28.26,Government Market,National Average,All,2025-06-24
Iodized Salt,Groceries,30.64,Local Market,National Average,All,2025-06-23
Iodized Salt,Groceries,25.13,Wholesale Market,National Average,All,2025-06-23
Iodized Salt,Groceries,27.6,Government Market,National Average,All,2025-06-23
Iodized Salt,Groceries,30.1,Local Market,National Average,All,2025-06-22
Iodized Salt,Groceries,24.46,Wholesale Market,National Average,All,2025-06-22
Iodized Salt,Groceries,27.4,Government Market,National Average,All,2025-06-22
Iodized Salt,Groceries,30.7,Local Market,National Average,All,2025-06-21
Iodized Salt,Groceries,24.76,Wholesale Market,National Average,All,2025-06-21
Iodized Salt,Groceries,28.1,Government Market,National Average,All,2025-06-21
Iodized Salt,Groceries,28.99,Local Market,National Average,All,2025-06-20
Iodized Salt,Groceries,22.98,Wholesale Market,National Average,All,2025-06-20
Iodized Salt,Groceries,25.74,Government Market,National Average,All,2025-06-20
Iodized Salt,Groceries,28.64,Local Market,National Average,All,2025-06-19
Iodized Salt,Groceries,23.15,Wholesale Market,National Average,All,2025-06-19
Iodized Salt,Groceries,25.82,Government Market,National Average,All,2025-06-19
Iodized Salt,Groceries,29.09,Local Market,National Average,All,2025-06-18
Iodized Salt,Groceries,24.12,Wholesale Market,National Average,All,2025-06-18
Iodized Salt,Groceries,26.49,Government Market,National Average,All,2025-06-18
Iodized Salt,Groceries,28.51,Local Market,National Average,All,2025-06-17
Iodized Salt,Groceries,23.33,Wholesale Market,National Average,All,2025-06-17
Iodized Salt,Groceries,26.02,Government Market,National Average,All,2025-06-17
Iodized Salt,Groceries,27.07,Local Market,National Average,All,2025-06-16
Iodized Salt,Groceries,22.45,Wholesale Market,National Average,All,2025-06-16
Iodized Salt,Groceries,24.38,Government Market,National Average,All,2025-06-16
Iodized Salt,Groceries,27.14,Local Market,National Average,All,2025-06-15
Iodized Salt,Groceries,21.48,Wholesale Market,National Average,All,2025-06-15
Iodized Salt,Groceries,24.22,Government Market,National Average,All,2025-06-15
Iodized Salt,Groceries,26.14,Local Market,National Average,All,2025-06-14
Iodized Salt,Groceries,21.61,Wholesale Market,National Average,All,2025-06-14
Iodized Salt,Groceries,23.63,Government Market,National Average,All,2025-06-14
Iodized Salt,Groceries,26.23,Local Market,National Average,All,2025-06-13
Iodized Salt,Groceries,21.84,Wholesale Market,National Average,All,2025-06-13
Iodized Salt,Groceries,23.26,Government Market,National Average,All,2025-06-13
Iodized Salt,Groceries,26.39,Local Market,National Average,All,2025-06-12
Iodized Salt,Groceries,21.97,Wholesale Market,National Average,All,2025-06-12
Iodized Salt,Groceries,23.77,Government Market,National Average,All,2025-06-12
Iodized Salt,Groceries,26.56,Local Market,National Average,All,2025-06-11
Iodized Salt,Groceries,21.13,Wholesale Market,National Average,All,2025-06-11
Iodized Salt,Groceries,24.08,Government Market,National Average,All,2025-06-11
Iodized Salt,Groceries,26.17,Local Market,National Average,All,2025-06-10
Iodized Salt,Groceries,21.28,Wholesale Market,National Average,All,2025-06-10
Iodized Salt,Groceries,23.52,Government Market,National Average,All,2025-06-10
Iodized Salt,Groceries,27.04,Local Market,National Average,All,2025-06-09
Iodized Salt,Groceries,22.4,Wholesale Market,National Average,All,2025-06-09
Iodized Salt,Groceries,24.34,Government Market,National Average,All,2025-06-09
Iodized Salt,Groceries,27.6,Local Market,National Average,All,2025-06-08
Iodized Salt,Groceries,22.69,Wholesale Market,National Average,All,2025-06-08
Iodized Salt,Groceries,25.43,Government Market,National Average,All,2025-06-08
Iodized Salt,Groceries,27.24,Local Market,National Average,All,2025-06-07
Iodized Salt,Groceries,21.94,Wholesale Market,National Average,All,2025-06-07
Iodized Salt,Groceries,24.69,Government Market,National Average,All,2025-06-07
Iodized Salt,Groceries,27.59,Local Market,National Average,All,2025-06-06
Iodized Salt,Groceries,22.63,Wholesale Market,National Average,All,2025-06-06
Iodized Salt,Groceries,25.27,Government Market,National Average,All,2025-06-06
Iodized Salt,Groceries,28.84,Local Market,National Average,All,2025-06-05
Iodized Salt,Groceries,23.39,Wholesale Market,National Average,All,2025-06-05
Iodized Salt,Groceries,26.14,Government Market,National Average,All,2025-06-05
Iodized Salt,Groceries,29.84,Local Market,National Average,All,2025-06-04
Iodized Salt,Groceries,24.52,Wholesale Market,National Average,All,2025-06-04
Iodized Salt,Groceries,27.18,Government Market,National Average,All,2025-06-04
Iodized Salt,Groceries,29.65,Local Market,National Average,All,2025-06-03
Iodized Salt,Groceries,24.37,Wholesale Market,National Average,All,2025-06-03
Iodized Salt,Groceries,26.84,Government Market,National Average,All,2025-06-03
Iodized Salt,Groceries,29.98,Local Market,National Average,All,2025-06-02
Iodized Salt,Groceries,23.93,Wholesale Market,National Average,All,2025-06-02
Iodized Salt,Groceries,26.8,Government Market,National Average,All,2025-06-02
Iodized Salt,Groceries,29.51,Local Market,National Average,All,2025-06-01
Iodized Salt,Groceries,24.12,Wholesale Market,National Average,All,2025-06-01
Iodized Salt,Groceries,26.94,Government Market,National Average,All,2025-06-01
Iodized Salt,Groceries,30.7,Local Market,National Average,All,2025-05-31
Iodized Salt,Groceries,25.53,Wholesale Market,National Average,All,2025-05-31
Iodized Salt,Groceries,28.16,Government Market,National Average,All,2025-05-31
Iodized Salt,Groceries,31.69,Local Market,National Average,All,2025-05-30
Iodized Salt,Groceries,25.71,Wholesale Market,National Average,All,2025-05-30
Iodized Salt,Groceries,29.08,Government Market,National Average,All,2025-05-30
Iodized Salt,Groceries,32.57,Local Market,National Average,All,2025-05-29
Iodized Salt,Groceries,26.66,Wholesale Market,National Average,All,2025-05-29
Iodized Salt,Groceries,30.26,Government Market,National Average,All,2025-05-29
Iodized Salt,Groceries,32.49,Local Market,National Average,All,2025-05-28
Iodized Salt,Groceries,26.83,Wholesale Market,National Average,All,2025-05-28
Iodized Salt,Groceries,29.87,Government Market,National Average,All,2025-05-28
Iodized Salt,Groceries,33.45,Local Market,National Average,All,2025-05-27
Iodized Salt,Groceries,27.15,Wholesale Market,National Average,All,2025-05-27
Iodized Salt,Groceries,30.29,Government Market,National Average,All,2025-05-27
Iodized Salt,Groceries,32.8,Local Market,National Average,All,2025-05-26
Iodized Salt,Groceries,26.7,Wholesale Market,National Average,All,2025-05-26
Iodized Salt,Groceries,30.3,Government Market,National Average,All,2025-05-26
Iodized Salt,Groceries,32.39,Local Market,National Average,All,2025-05-25
Iodized Salt,Groceries,26.15,Wholesale Market,National Average,All,2025-05-25
Iodized Salt,Groceries,29.49,Government Market,National Average,All,2025-05-25
Iodized Salt,Groceries,32.16,Local Market,National Average,All,2025-05-24
Iodized Salt,Groceries,25.95,Wholesale Market,National Average,All,2025-05-24
Iodized Salt,Groceries,28.8,Government Market,National Average,All,2025-05-24
Iodized Salt,Groceries,32.44,Local Market,National Average,All,2025-05-23
Iodized Salt,Groceries,25.68,Wholesale Market,National Average,All,2025-05-23
Iodized Salt,Groceries,29.45,Government Market,National Average,All,2025-05-23
Iodized Salt,Groceries,32.13,Local Market,National Average,All,2025-05-22
Iodized Salt,Groceries,25.9,Wholesale Market,National Average,All,2025-05-22
Iodized Salt,Groceries,28.43,Government Market,National Average,All,2025-05-22
Iodized Salt,Groceries,30.44,Local Market,National Average,All,2025-05-21
Iodized Salt,Groceries,25.08,Wholesale Market,National Average,All,2025-05-21
Iodized Salt,Groceries,27.6,Government Market,National Average,All,2025-05-21
Iodized Salt,Groceries,30.69,Local Market,National Average,All,2025-05-20
Iodized Salt,Groceries,25.28,Wholesale Market,National Average,All,2025-05-20
Iodized Salt,Groceries,27.88,Government Market,National Average,All,2025-05-20
Iodized Salt,Groceries,30.15,Local Market,National Average,All,2025-05-19
Iodized Salt,Groceries,24.36,Wholesale Market,National Average,All,2025-05-19
Iodized Salt,Groceries,27.41,Government Market,National Average,All,2025-05-19
Iodized Salt,Groceries,29.46,Local Market,National Average,All,2025-05-18
Iodized Salt,Groceries,23.86,Wholesale Market,National Average,All,2025-05-18
Iodized Salt,Groceries,26.66,Government Market,National Average,All,2025-05-18
Iodized Salt,Groceries,29.62,Local Market,National Average,All,2025-05-17
Iodized Salt,Groceries,23.7,Wholesale Market,National Average,All,2025-05-17
Iodized Salt,Groceries,27.31,Government Market,National Average,All,2025-05-17
Iodized Salt,Groceries,28.54,Local Market,National Average,All,2025-05-16
Iodized Salt,Groceries,23.66,Wholesale Market,National Average,All,2025-05-16
Iodized Salt,Groceries,25.68,Government Market,National Average,All,2025-05-16
Iodized Salt,Groceries,29.2,Local Market,National Average,All,2025-05-15
Iodized Salt,Groceries,23.65,Wholesale Market,National Average,All,2025-05-15
Iodized Salt,Groceries,26.23,Government Market,National Average,All,2025-05-15
Iodized Salt,Groceries,27.42,Local Market,National Average,All,2025-05-14
Iodized Salt,Groceries,22.14,Wholesale Market,National Average,All,2025-05-14
Iodized Salt,Groceries,24.76,Government Market,National Average,All,2025-05-14
Iodized Salt,Groceries,28.18,Local Market,National Average,All,2025-05-13
Iodized Salt,Groceries,23.46,Wholesale Market,National Average,All,2025-05-13
Iodized Salt,Groceries,26.01,Government Market,National Average,All,2025-05-13
Iodized Salt,Groceries,28.47,Local Market,National Average,All,2025-05-12
Iodized Salt,Groceries,24.11,Wholesale Market,National Average,All,2025-05-12
Iodized Salt,Groceries,26.3,Government Market,National Average,All,2025-05-12
Iodized Salt,Groceries,28.85,Local Market,National Average,All,2025-05-11
Iodized Salt,Groceries,23.64,Wholesale Market,National Average,All,2025-05-11
Iodized Salt,Groceries,26.76,Government Market,National Average,All,2025-05-11
Iodized Salt,Groceries,28.9,Local Market,National Average,All,2025-05-10
Iodized Salt,Groceries,23.35,Wholesale Market,National Average,All,2025-05-10
Iodized Salt,Groceries,26.25,Government Market,National Average,All,2025-05-10
Iodized Salt,Groceries,29.3,Local Market,National Average,All,2025-05-09
Iodized Salt,Groceries,24.17,Wholesale Market,National Average,All,2025-05-09
Iodized Salt,Groceries,26.63,Government Market,National Average,All,2025-05-09
Iodized Salt,Groceries,29.68,Local Market,National Average,All,2025-05-08
Iodized Salt,Groceries,24.53,Wholesale Market,National Average,All,2025-05-08
Iodized Salt,Groceries,26.73,Government Market,National Average,All,2025-05-08
Iodized Salt,Groceries,30.09,Local Market,National Average,All,2025-05-07
Iodized Salt,Groceries,24.95,Wholesale Market,National Average,All,2025-05-07
Iodized Salt,Groceries,27.86,Government Market,National Average,All,2025-05-07
Iodized Salt,Groceries,31.21,Local Market,National Average,All,2025-05-06
Iodized Salt,Groceries,25.46,Wholesale Market,National Average,All,2025-05-06
Iodized Salt,Groceries,28.29,Government Market,National Average,All,2025-05-06
Iodized Salt,Groceries,31.68,Local Market,National Average,All,2025-05-05
Iodized Salt,Groceries,25.62,Wholesale Market,National Average,All,2025-05-05
Iodized Salt,Groceries,27.94,Government Market,National Average,All,2025-05-05
Black Pepper,Groceries,777.52,Local Market,National Average,All,2025-07-03
Black Pepper,Groceries,634.23,Wholesale Market,National Average,All,2025-07-03
Black Pepper,Groceries,712.56,Government Market,National Average,All,2025-07-03
Black Pepper,Groceries,803.63,Local Market,National Average,All,2025-07-02
Black Pepper,Groceries,669.08,Wholesale Market,National Average,All,2025-07-02
Black Pepper,Groceries,734.92,Government Market,National Average,All,2025-07-02
Black Pepper,Groceries,774.08,Local Market,National Average,All,2025-07-01
Black Pepper,Groceries,638.56,Wholesale Market,National Average,All,2025-07-01
Black Pepper,Groceries,722.97,Government Market,National Average,All,2025-07-01
Black Pepper,Groceries,783.08,Local Market,National Average,All,2025-06-30
Black Pepper,Groceries,640.54,Wholesale Market,National Average,All,2025-06-30
Black Pepper,Groceries,723.32,Government Market,National Average,All,2025-06-30
Black Pepper,Groceries,801.71,Local Market,National Average,All,2025-06-29
Black Pepper,Groceries,660.67,Wholesale Market,National Average,All,2025-06-29
Black Pepper,Groceries,720.82,Government Market,National Average,All,2025-06-29
Black Pepper,Groceries,851.65,Local Market,National Average,All,2025-06-28
Black Pepper,Groceries,690.71,Wholesale Market,National Average,All,2025-06-28
Black Pepper,Groceries,764.38,Government Market,National Average,All,2025-06-28
Black Pepper,Groceries,820.84,Local Market,National Average,All,2025-06-27
Black Pepper,Groceries,677.43,Wholesale Market,National Average,All,2025-06-27
Black Pepper,Groceries,742.53,Government Market,National Average,All,2025-06-27
Black Pepper,Groceries,827.89,Local Market,National Average,All,2025-06-26
Black Pepper,Groceries,693.56,Wholesale Market,National Average,All,2025-06-26
Black Pepper,Groceries,753.28,Government Market,National Average,All,2025-06-26
Black Pepper,Groceries,820.68,Local Market,National Average,All,2025-06-25
Black Pepper,Groceries,682.88,Wholesale Market,National Average,All,2025-06-25
Black Pepper,Groceries,761.99,Government Market,National Average,All,2025-06-25
Black Pepper,Groceries,827.82,Local Market,National Average,All,2025-06-24
Black Pepper,Groceries,681.03,Wholesale Market,National Average,All,2025-06-24
Black Pepper,Groceries,750.36,Government Market,National Average,All,2025-06-24
Black Pepper,Groceries,812.11,Local Market,National Average,All,2025-06-23
Black Pepper,Groceries,659.13,Wholesale Market,National Average,All,2025-06-23
Black Pepper,Groceries,727.81,Government Market,National Average,All,2025-06-23
Black Pepper,Groceries,800.13,Local Market,National Average,All,2025-06-22
Black Pepper,Groceries,648.92,Wholesale Market,National Average,All,2025-06-22
Black Pepper,Groceries,725.83,Government Market,National Average,All,2025-06-22
Black Pepper,Groceries,762.86,Local Market,National Average,All,2025-06-21
Black Pepper,Groceries,629.79,Wholesale Market,National Average,All,2025-06-21
Black Pepper,Groceries,688.99,Government Market,National Average,All,2025-06-21
Black Pepper,Groceries,785.05,Local Market,National Average,All,2025-06-20
Black Pepper,Groceries,648.63,Wholesale Market,National Average,All,2025-06-20
Black Pepper,Groceries,727.24,Government Market,National Average,All,2025-06-20
Black Pepper,Groceries,757.18,Local Market,National Average,All,2025-06-19
Black Pepper,Groceries,599.97,Wholesale Market,National Average,All,2025-06-19
Black Pepper,Groceries,669.59,Government Market,National Average,All,2025-06-19
Black Pepper,Groceries,730.36,Local Market,National Average,All,2025-06-18
Black Pepper,Groceries,589.81,Wholesale Market,National Average,All,2025-06-18
Black Pepper,Groceries,656.22,Government Market,National Average,All,2025-06-18
Black Pepper,Groceries,706.64,Local Market,National Average,All,2025-06-17
Black Pepper,Groceries,588.37,Wholesale Market,National Average,All,2025-06-17
Black Pepper,Groceries,654.29,Government Market,National Average,All,2025-06-17
Black Pepper,Groceries,694.11,Local Market,National Average,All,2025-06-16
Black Pepper,Groceries,567.27,Wholesale Market,National Average,All,2025-06-16
Black Pepper,Groceries,636.23,Government Market,National Average,All,2025-06-16
Black Pepper,Groceries,663.3,Local Market,National Average,All,2025-06-15
Black Pepper,Groceries,544.31,Wholesale Market,National Average,All,2025-06-15
Black Pepper,Groceries,600.73,Government Market,National Average,All,2025-06-15
Black Pepper,Groceries,656.11,Local Market,National Average,All,2025-06-14
Black Pepper,Groceries,539.1,Wholesale Market,National Average,All,2025-06-14
Black Pepper,Groceries,599.19,Government Market,National Average,All,2025-06-14
Black Pepper,Groceries,677.96,Local Market,National Average,All,2025-06-13
Black Pepper,Groceries,567.59,Wholesale Market,National Average,All,2025-06-13
Black Pepper,Groceries,614.66,Government Market,National Average,All,2025-06-13
Black Pepper,Groceries,665.51,Local Market,National Average,All,2025-06-12
Black Pepper,Groceries,533.72,Wholesale Market,National Average,All,2025-06-12
Black Pepper,Groceries,609.22,Government Market,National Average,All,2025-06-12
Black Pepper,Groceries,651.68,Local Market,National Average,All,2025-06-11
Black Pepper,Groceries,534.4,Wholesale Market,National Average,All,2025-06-11
Black Pepper,Groceries,580.91,Government Market,National Average,All,2025-06-11
Black Pepper,Groceries,663.9,Local Market,National Average,All,2025-06-10
Black Pepper,Groceries,540.29,Wholesale Market,National Average,All,2025-06-10
Black Pepper,Groceries,607.0,Government Market,National Average,All,2025-06-10
Black Pepper,Groceries,644.6,Local Market,National Average,All,2025-06-09
Black Pepper,Groceries,535.0,Wholesale Market,National Average,All,2025-06-09
Black Pepper,Groceries,591.36,Government Market,National Average,All,2025-06-09
Black Pepper,Groceries,638.35,Local Market,National Average,All,2025-06-08
Black Pepper,Groceries,519.19,Wholesale Market,National Average,All,2025-06-08
Black Pepper,Groceries,574.66,Government Market,National Average,All,2025-06-08
Black Pepper,Groceries,658.52,Local Market,National Average,All,2025-06-07
Black Pepper,Groceries,551.42,Wholesale Market,National Average,All,2025-06-07
Black Pepper,Groceries,599.01,Government Market,National Average,All,2025-06-07
Black Pepper,Groceries,681.9,Local Market,National Average,All,2025-06-06
Black Pepper,Groceries,550.18,Wholesale Market,National Average,All,2025-06-06
Black Pepper,Groceries,618.11,Government Market,National Average,All,2025-06-06
Black Pepper,Groceries,664.05,Local Market,National Average,All,2025-06-05
Black Pepper,Groceries,537.3,Wholesale Market,National Average,All,2025-06-05
Black Pepper,Groceries,609.09,Government Market,National Average,All,2025-06-05
Black Pepper,Groceries,719.22,Local Market,National Average,All,2025-06-04
Black Pepper,Groceries,597.27,Wholesale Market,National Average,All,2025-06-04
Black Pepper,Groceries,665.91,Government Market,National Average,All,2025-06-04
Black Pepper,Groceries,742.0,Local Market,National Average,All,2025-06-03
Black Pepper,Groceries,601.92,Wholesale Market,National Average,All,2025-06-03
Black Pepper,Groceries,678.63,Government Market,National Average,All,2025-06-03
Black Pepper,Groceries,751.68,Local Market,National Average,All,2025-06-02
Black Pepper,Groceries,619.63,Wholesale Market,National Average,All,2025-06-02
Black Pepper,Groceries,681.66,Government Market,National Average,All,2025-06-02
Black Pepper,Groceries,768.43,Local Market,National Average,All,2025-06-01
Black Pepper,Groceries,628.69,Wholesale Market,National Average,All,2025-06-01
Black Pepper,Groceries,695.72,Government Market,National Average,All,2025-06-01
Black Pepper,Groceries,777.34,Local Market,National Average,All,2025-05-31
Black Pepper,Groceries,634.06,Wholesale Market,National Average,All,2025-05-31
Black Pepper,Groceries,715.71,Government Market,National Average,All,2025-05-31
Black Pepper,Groceries,752.19,Local Market,National Average,All,2025-05-30
Black Pepper,Groceries,622.84,Wholesale Market,National Average,All,2025-05-30
Black Pepper,Groceries,674.4,Government Market,National Average,All,2025-05-30
Black Pepper,Groceries,764.42,Local Market,National Average,All,2025-05-29
Black Pepper,Groceries,633.61,Wholesale Market,National Average,All,2025-05-29
Black Pepper,Groceries,697.13,Government Market,National Average,All,2025-05-29
Black Pepper,Groceries,766.3,Local Market,National Average,All,2025-05-28
Black Pepper,Groceries,611.81,Wholesale Market,National Average,All,2025-05-28
Black Pepper,Groceries,700.51,Government Market,National Average,All,2025-05-28
Black Pepper,Groceries,773.95,Local Market,National Average,All,2025-05-27
Black Pepper,Groceries,635.9,Wholesale Market,National Average,All,2025-05-27
Black Pepper,Groceries,711.02,Government Market,National Average,All,2025-05-27
Black Pepper,Groceries,771.52,Local Market,National Average,All,2025-05-26
Black Pepper,Groceries,628.56,Wholesale Market,National Average,All,2025-05-26
Black Pepper,Groceries,694.39,Government Market,National Average,All,2025-05-26
Black Pepper,Groceries,774.1,Local Market,National Average,All,2025-05-25
Black Pepper,Groceries,621.27,Wholesale Market,National Average,All,2025-05-25
Black Pepper,Groceries,697.95,Government Market,National Average,All,2025-05-25
Black Pepper,Groceries,736.37,Local Market,National Average,All,2025-05-24
Black Pepper,Groceries,613.58,Wholesale Market,National Average,All,2025-05-24
Black Pepper,Groceries,664.9,Government Market,National Average,All,2025-05-24
Black Pepper,Groceries,774.53,Local Market,National Average,All,2025-05-23
Black Pepper,Groceries,629.06,Wholesale Market,National Average,All,2025-05-23
Black Pepper,Groceries,693.07,Government Market,National Average,All,2025-05-23
Black Pepper,Groceries,711.72,Local Market,National Average,All,2025-05-22
Black Pepper,Groceries,588.07,Wholesale Market,National Average,All,2025-05-22
Black Pepper,Groceries,659.0,Government Market,National Average,All,2025-05-22
Black Pepper,Groceries,711.1,Local Market,National Average,All,2025-05-21
Black Pepper,Groceries,590.78,Wholesale Market,National Average,All,2025-05-21
Black Pepper,Groceries,653.11,Government Market,National Average,All,2025-05-21
Black Pepper,Groceries,671.31,Local Market,National Average,All,2025-05-20
Black Pepper,Groceries,536.65,Wholesale Market,National Average,All,2025-05-20
Black Pepper,Groceries,593.56,Government Market,National Average,All,2025-05-20
Black Pepper,Groceries,675.25,Local Market,National Average,All,2025-05-19
Black Pepper,Groceries,561.79,Wholesale Market,National Average,All,2025-05-19
Black Pepper,Groceries,613.12,Government Market,National Average,All,2025-05-19
Black Pepper,Groceries,641.02,Local Market,National Average,All,2025-05-18
Black Pepper,Groceries,527.27,Wholesale Market,National Average,All,2025-05-18
Black Pepper,Groceries,585.8,Government Market,National Average,All,2025-05-18
Black Pepper,Groceries,649.58,Local Market,National Average,All,2025-05-17
Black Pepper,Groceries,547.24,Wholesale Market,National Average,All,2025-05-17
Black Pepper,Groceries,600.83,Government Market,National Average,All,2025-05-17
Black Pepper,Groceries,628.89,Local Market,National Average,All,2025-05-16
Black Pepper,Groceries,512.67,Wholesale Market,National Average,All,2025-05-16
Black Pepper,Groceries,564.11,Government Market,National Average,All,2025-05-16
Black Pepper,Groceries,607.4,Local Market,National Average,All,2025-05-15
Black Pepper,Groceries,499.58,Wholesale Market,National Average,All,2025-05-15
Black Pepper,Groceries,550.94,Government Market,National Average,All,2025-05-15
Black Pepper,Groceries,613.72,Local Market,National Average,All,2025-05-14
Black Pepper,Groceries,507.95,Wholesale Market,National Average,All,2025-05-14
Black Pepper,Groceries,566.88,Government Market,National Average,All,2025-05-14
Black Pepper,Groceries,600.72,Local Market,National Average,All,2025-05-13
Black Pepper,Groceries,503.18,Wholesale Market,National Average,All,2025-05-13
Black Pepper,Groceries,550.79,Government Market,National Average,All,2025-05-13
Black Pepper,Groceries,585.02,Local Market,National Average,All,2025-05-12
Black Pepper,Groceries,489.7,Wholesale Market,National Average,All,2025-05-12
Black Pepper,Groceries,532.81,Government Market,National Average,All,2025-05-12
Black Pepper,Groceries,612.76,Local Market,National Average,All,2025-05-11
Black Pepper,Groceries,504.55,Wholesale Market,National Average,All,2025-05-11
Black Pepper,Groceries,568.04,Government Market,National Average,All,2025-05-11
Black Pepper,Groceries,596.89,Local Market,National Average,All,2025-05-10
Black Pepper,Groceries,503.0,Wholesale Market,National Average,All,2025-05-10
Black Pepper,Groceries,571.84,Government Market,National Average,All,2025-05-10
Black Pepper,Groceries,604.54,Local Market,National Average,All,2025-05-09
Black Pepper,Groceries,495.32,Wholesale Market,National Average,All,2025-05-09
Black Pepper,Groceries,547.12,Government Market,National Average,All,2025-05-09
Black Pepper,Groceries,611.83,Local Market,National Average,All,2025-05-08
Black Pepper,Groceries,490.87,Wholesale Market,National Average,All,2025-05-08
Black Pepper,Groceries,546.23,Government Market,National Average,All,2025-05-08
Black Pepper,Groceries,622.25,Local Market,National Average,All,2025-05-07
Black Pepper,Groceries,513.56,Wholesale Market,National Average,All,2025-05-07
Black Pepper,Groceries,569.05,Government Market,National Average,All,2025-05-07
Black Pepper,Groceries,641.91,Local Market,National Average,All,2025-05-06
Black Pepper,Groceries,522.97,Wholesale Market,National Average,All,2025-05-06
Black Pepper,Groceries,576.5,Government Market,National Average,All,2025-05-06
Black Pepper,Groceries,629.79,Local Market,National Average,All,2025-05-05
Black Pepper,Groceries,522.22,Wholesale Market,National Average,All,2025-05-05
Black Pepper,Groceries,583.02,Government Market,National Average,All,2025-05-05
Red Chilli Powder,Groceries,384.92,Local Market,National Average,All,2025-07-03
Red Chilli Powder,Groceries,314.9,Wholesale Market,National Average,All,2025-07-03
Red Chilli Powder,Groceries,352.67,Government Market,National Average,All,2025-07-03
Red Chilli Powder,Groceries,396.72,Local Market,National Average,All,2025-07-02
Red Chilli Powder,Groceries,316.28,Wholesale Market,National Average,All,2025-07-02
Red Chilli Powder,Groceries,354.39,Government Market,National Average,All,2025-07-02
Red Chilli Powder,Groceries,407.41,Local Market,National Average,All,2025-07-01
Red Chilli Powder,Groceries,329.93,Wholesale Market,National Average,All,2025-07-01
Red Chilli Powder,Groceries,366.2,Government Market,National Average,All,2025-07-01
Red Chilli Powder,Groceries,408.09,Local Market,National Average,All,2025-06-30
Red Chilli Powder,Groceries,335.85,Wholesale Market,National Average,All,2025-06-30
Red Chilli Powder,Groceries,373.01,Government Market,National Average,All,2025-06-30
Red Chilli Powder,Groceries,419.11,Local Market,National Average,All,2025-06-29
Red Chilli Powder,Groceries,339.66,Wholesale Market,National Average,All,2025-06-29
Red Chilli Powder,Groceries,377.82,Government Market,National Average,All,2025-06-29
Red Chilli Powder,Groceries,411.76,Local Market,National Average,All,2025-06-28
Red Chilli Powder,Groceries,342.69,Wholesale Market,National Average,All,2025-06-28
Red Chilli Powder,Groceries,376.25,Government Market,National Average,All,2025-06-28
Red Chilli Powder,Groceries,428.04,Local Market,National Average,All,2025-06-27
Red Chilli Powder,Groceries,351.45,Wholesale Market,National Average,All,2025-06-27
Red Chilli Powder,Groceries,390.24,Government Market,National Average,All,2025-06-27
